Respondent,DatabaseDesireNextYear,DatabaseWorkedWith
2013,Microsoft SQL Server,
2013,PostgreSQL,
2017,Microsoft SQL Server,Microsoft SQL Server
2031,Elasticsearch,PostgreSQL
2031,Firebase,
2031,PostgreSQL,
2051,Cassandra,Elasticsearch
2051,,Firebase
2051,,IBM DB2
2051,,MySQL
2051,,Oracle
2051,,PostgreSQL
2051,,SQLite
2051,Couchbase,
2051,MongoDB,
2059,Microsoft SQL Server,Microsoft SQL Server
2059,,Oracle
2070,MySQL,MySQL
2070,,PostgreSQL
2070,PostgreSQL,
2088,MongoDB,MongoDB
2088,,SQLite
2088,PostgreSQL,
2094,MongoDB,MongoDB
2094,,Redis
2094,Redis,
2098,MySQL,MySQL
2101,Microsoft SQL Server,Microsoft SQL Server
2101,Redis,
2107,PostgreSQL,MongoDB
2107,,PostgreSQL
2110,Cassandra,Couchbase
2110,,Microsoft SQL Server
2110,,MongoDB
2110,Couchbase,
2110,Elasticsearch,
2110,Microsoft SQL Server,
2110,MongoDB,
2136,Elasticsearch,Elasticsearch
2136,,Microsoft SQL Server
2136,,MySQL
2136,,PostgreSQL
2136,,SQLite
2136,Microsoft SQL Server,
2136,MySQL,
2136,PostgreSQL,
2136,Redis,
2136,SQLite,
2138,Microsoft SQL Server,Microsoft SQL Server
2145,Firebase,Microsoft SQL Server
2145,Microsoft SQL Server,
2145,PostgreSQL,
2147,Microsoft SQL Server,Microsoft SQL Server
2147,,MongoDB
2147,,Oracle
2147,MongoDB,
2147,Oracle,
2150,Microsoft SQL Server,Microsoft SQL Server
2150,,MongoDB
2150,,MySQL
2150,,PostgreSQL
2150,,SQLite
2150,MongoDB,
2150,SQLite,
2164,Elasticsearch,Elasticsearch
2164,,MariaDB
2164,,MySQL
2164,MariaDB,
2164,MySQL,
2170,Cassandra,Microsoft SQL Server
2170,,Redis
2170,,SQLite
2170,Redis,
2182,Firebase,Firebase
2182,,MongoDB
2182,,MySQL
2182,MongoDB,
2183,MariaDB,MariaDB
2183,,Microsoft SQL Server
2183,,MySQL
2183,,Oracle
2183,,PostgreSQL
2183,,SQLite
2183,Microsoft SQL Server,
2188,Microsoft SQL Server,Microsoft SQL Server
2205,Microsoft SQL Server,Microsoft SQL Server
2205,,MySQL
2205,,SQLite
2205,MySQL,
2205,SQLite,
2210,PostgreSQL,PostgreSQL
2235,DynamoDB,DynamoDB
2235,Elasticsearch,
2235,Redis,
2244,Microsoft SQL Server,Microsoft SQL Server
2244,,Oracle
2246,Elasticsearch,Elasticsearch
2246,,IBM DB2
2246,,PostgreSQL
2246,,Redis
2246,PostgreSQL,
2246,Redis,
2261,Cassandra,Microsoft SQL Server
2261,,MySQL
2261,,PostgreSQL
2261,,SQLite
2261,Elasticsearch,
2261,MongoDB,
2261,PostgreSQL,
2261,Redis,
2261,SQLite,
2265,DynamoDB,Microsoft SQL Server
2265,,MongoDB
2265,,MySQL
2265,MariaDB,
2265,Microsoft SQL Server,
2265,MongoDB,
2265,MySQL,
2265,PostgreSQL,
2278,Firebase,SQLite
2278,PostgreSQL,
2278,Redis,
2289,Microsoft SQL Server,Microsoft SQL Server
2289,,PostgreSQL
2289,,Redis
2289,PostgreSQL,
2289,Redis,
2293,Redis,MySQL
2293,,PostgreSQL
2293,,SQLite
2293,SQLite,
2294,DynamoDB,Microsoft SQL Server
2294,,MySQL
2294,,Oracle
2294,MongoDB,
2294,Redis,
2295,DynamoDB,DynamoDB
2295,,Elasticsearch
2295,,MariaDB
2295,,PostgreSQL
2295,,Redis
2295,Elasticsearch,
2295,PostgreSQL,
2298,Elasticsearch,Elasticsearch
2298,,MongoDB
2298,,MySQL
2298,,Redis
2298,,SQLite
2298,PostgreSQL,
2298,Redis,
2298,SQLite,
2308,PostgreSQL,MongoDB
2308,,MySQL
2308,,PostgreSQL
2308,,Redis
2308,Redis,
2320,DynamoDB,MySQL
2320,,PostgreSQL
2320,MongoDB,
2347,DynamoDB,Elasticsearch
2347,,Firebase
2347,,MySQL
2347,Elasticsearch,
2347,MongoDB,
2347,MySQL,
2347,Redis,
2347,SQLite,
2352,Microsoft SQL Server,IBM DB2
2352,,Microsoft SQL Server
2352,,Oracle
2356,MariaDB,MariaDB
2356,,MySQL
2356,,PostgreSQL
2356,,SQLite
2356,MongoDB,
2356,MySQL,
2356,SQLite,
2364,DynamoDB,Firebase
2364,,PostgreSQL
2364,,SQLite
2364,Elasticsearch,
2364,Firebase,
2364,MySQL,
2364,PostgreSQL,
2364,Redis,
2364,SQLite,
2373,Microsoft SQL Server,Microsoft SQL Server
2373,,MySQL
2373,,SQLite
2373,SQLite,
2380,Cassandra,MySQL
2380,,Oracle
2380,Firebase,
2380,PostgreSQL,
2387,Microsoft SQL Server,Microsoft SQL Server
2387,,PostgreSQL
2387,MongoDB,
2387,PostgreSQL,
2391,Microsoft SQL Server,Microsoft SQL Server
2412,MySQL,Microsoft SQL Server
2412,,MySQL
2420,PostgreSQL,PostgreSQL
2429,Firebase,Firebase
2429,,MongoDB
2429,Microsoft SQL Server,
2429,MongoDB,
2445,Cassandra,Elasticsearch
2445,,IBM DB2
2445,,Microsoft SQL Server
2445,,MongoDB
2445,,MySQL
2445,,Oracle
2445,,PostgreSQL
2445,,Redis
2445,,SQLite
2445,Elasticsearch,
2445,Microsoft SQL Server,
2445,PostgreSQL,
2445,Redis,
2460,MongoDB,MongoDB
2462,Microsoft SQL Server,Microsoft SQL Server
2465,Microsoft SQL Server,Microsoft SQL Server
2465,,MongoDB
2465,,PostgreSQL
2465,,Redis
2465,PostgreSQL,
2465,Redis,
2475,Firebase,Firebase
2475,,Microsoft SQL Server
2475,,MongoDB
2475,,MySQL
2475,,PostgreSQL
2475,,SQLite
2475,MongoDB,
2478,Elasticsearch,Elasticsearch
2478,,MariaDB
2478,,MongoDB
2478,,MySQL
2478,,PostgreSQL
2478,,Redis
2478,,SQLite
2478,MariaDB,
2478,MongoDB,
2478,MySQL,
2478,PostgreSQL,
2478,Redis,
2478,SQLite,
2495,Elasticsearch,PostgreSQL
2495,PostgreSQL,
2523,PostgreSQL,MySQL
2523,Redis,
2523,SQLite,
2524,MongoDB,MongoDB
2524,,MySQL
2524,,PostgreSQL
2524,PostgreSQL,
2525,Elasticsearch,DynamoDB
2525,,Elasticsearch
2525,,Firebase
2525,,MongoDB
2525,,MySQL
2525,,PostgreSQL
2525,Firebase,
2525,MongoDB,
2525,MySQL,
2525,PostgreSQL,
2537,Firebase,Elasticsearch
2537,,Microsoft SQL Server
2537,,MySQL
2537,Redis,
2544,Cassandra,MongoDB
2544,PostgreSQL,
2564,Microsoft SQL Server,Microsoft SQL Server
2564,,PostgreSQL
2564,PostgreSQL,
2566,Microsoft SQL Server,IBM DB2
2566,,Microsoft SQL Server
2566,,PostgreSQL
2566,PostgreSQL,
2575,PostgreSQL,MySQL
2575,,PostgreSQL
2575,,Redis
2575,Redis,
2576,PostgreSQL,Microsoft SQL Server
2576,,MySQL
2576,,PostgreSQL
2577,Microsoft SQL Server,Microsoft SQL Server
2577,MongoDB,
2582,MySQL,Microsoft SQL Server
2582,,MySQL
2583,Firebase,Microsoft SQL Server
2583,,Oracle
2583,Microsoft SQL Server,
2588,Cassandra,Cassandra
2588,,Microsoft SQL Server
2588,,Redis
2588,Microsoft SQL Server,
2588,Redis,
2590,Microsoft SQL Server,Microsoft SQL Server
2590,,PostgreSQL
2590,PostgreSQL,
2590,SQLite,
2593,MongoDB,PostgreSQL
2593,PostgreSQL,
2593,Redis,
2593,SQLite,
2602,PostgreSQL,Oracle
2602,,PostgreSQL
2611,PostgreSQL,MySQL
2611,,PostgreSQL
2611,,SQLite
2611,SQLite,
2622,PostgreSQL,MariaDB
2622,Redis,
2629,Microsoft SQL Server,Microsoft SQL Server
2632,PostgreSQL,PostgreSQL
2644,Elasticsearch,PostgreSQL
2644,PostgreSQL,
2646,MongoDB,MongoDB
2646,,MySQL
2646,,PostgreSQL
2646,MySQL,
2646,PostgreSQL,
2654,Microsoft SQL Server,Microsoft SQL Server
2654,,Oracle
2654,,SQLite
2654,SQLite,
2673,Elasticsearch,Elasticsearch
2673,,Microsoft SQL Server
2673,,PostgreSQL
2673,Microsoft SQL Server,
2673,MongoDB,
2673,PostgreSQL,
2685,Elasticsearch,Elasticsearch
2685,,Microsoft SQL Server
2685,,MongoDB
2685,,Redis
2685,Microsoft SQL Server,
2685,MongoDB,
2685,MySQL,
2685,Redis,
2691,Microsoft SQL Server,Microsoft SQL Server
2691,,MongoDB
2691,MongoDB,
2691,Redis,
2691,SQLite,
2704,Elasticsearch,Elasticsearch
2704,,Microsoft SQL Server
2704,,Oracle
2704,,Redis
2704,Microsoft SQL Server,
2704,PostgreSQL,
2704,Redis,
2708,PostgreSQL,Microsoft SQL Server
2708,,MySQL
2708,,PostgreSQL
2708,,Redis
2708,,SQLite
2711,Microsoft SQL Server,MongoDB
2711,,MySQL
2711,,Redis
2711,MySQL,
2750,DynamoDB,Cassandra
2750,,DynamoDB
2750,,Elasticsearch
2750,,MariaDB
2750,,MongoDB
2750,,MySQL
2750,,Redis
2750,Elasticsearch,
2750,MongoDB,
2750,MySQL,
2750,Redis,
2765,DynamoDB,DynamoDB
2765,,MySQL
2765,Elasticsearch,
2765,PostgreSQL,
2765,SQLite,
2769,DynamoDB,DynamoDB
2769,,Elasticsearch
2769,,Redis
2769,Elasticsearch,
2783,Redis,Microsoft SQL Server
2783,,Redis
2783,,SQLite
2783,SQLite,
2812,Microsoft SQL Server,Microsoft SQL Server
2816,DynamoDB,DynamoDB
2816,,Elasticsearch
2816,,Microsoft SQL Server
2816,,MySQL
2816,,Redis
2816,Elasticsearch,
2816,MySQL,
2816,Redis,
2837,PostgreSQL,MySQL
2837,,PostgreSQL
2849,DynamoDB,DynamoDB
2849,,Elasticsearch
2849,,Microsoft SQL Server
2849,,MySQL
2849,,PostgreSQL
2849,,Redis
2849,Elasticsearch,
2849,Microsoft SQL Server,
2849,MongoDB,
2849,MySQL,
2849,PostgreSQL,
2849,Redis,
2852,MySQL,Elasticsearch
2852,,MongoDB
2852,,MySQL
2852,,Oracle
2852,,PostgreSQL
2852,,SQLite
2852,PostgreSQL,
2852,Redis,
2852,SQLite,
2859,Microsoft SQL Server,Microsoft SQL Server
2859,,MySQL
2859,,PostgreSQL
2859,,Redis
2859,PostgreSQL,
2859,Redis,
2870,DynamoDB,DynamoDB
2870,,Firebase
2870,,MongoDB
2870,,PostgreSQL
2870,Elasticsearch,
2870,Firebase,
2870,MongoDB,
2870,PostgreSQL,
2870,Redis,
2873,DynamoDB,Microsoft SQL Server
2873,,MongoDB
2873,,MySQL
2873,,Redis
2873,Elasticsearch,
2873,MariaDB,
2873,MongoDB,
2873,MySQL,
2873,Redis,
2878,Microsoft SQL Server,Microsoft SQL Server
2878,,Oracle
2878,,SQLite
2879,Cassandra,Cassandra
2879,,Elasticsearch
2879,,MySQL
2879,,Oracle
2879,,PostgreSQL
2879,,Redis
2879,Elasticsearch,
2879,MySQL,
2879,PostgreSQL,
2879,Redis,
2894,DynamoDB,DynamoDB
2894,,MongoDB
2894,,MySQL
2894,,Redis
2894,Elasticsearch,
2894,MongoDB,
2894,MySQL,
2899,Microsoft SQL Server,Microsoft SQL Server
2899,,Redis
2918,PostgreSQL,IBM DB2
2918,,Microsoft SQL Server
2918,,MongoDB
2929,Elasticsearch,Couchbase
2929,,Elasticsearch
2929,,Firebase
2929,,Microsoft SQL Server
2929,,Redis
2929,,SQLite
2929,Microsoft SQL Server,
2929,Redis,
2940,Microsoft SQL Server,Microsoft SQL Server
2940,PostgreSQL,
2940,Redis,
2947,Elasticsearch,MariaDB
2947,,MongoDB
2947,,MySQL
2947,,SQLite
2947,MariaDB,
2947,MongoDB,
2947,MySQL,
2947,PostgreSQL,
2947,SQLite,
2970,MongoDB,MongoDB
2970,,PostgreSQL
2970,,Redis
2970,PostgreSQL,
2970,Redis,
2972,PostgreSQL,PostgreSQL
2972,,Redis
2972,Redis,
2977,Firebase,Couchbase
2977,,Firebase
2977,,Microsoft SQL Server
2977,,MongoDB
2977,,MySQL
2977,,PostgreSQL
2977,Microsoft SQL Server,
2977,MongoDB,
2977,MySQL,
2977,PostgreSQL,
2979,Microsoft SQL Server,Microsoft SQL Server
2979,,MongoDB
2979,,MySQL
2979,,Oracle
2979,MySQL,
2985,Redis,Microsoft SQL Server
2985,,Redis
2985,,SQLite
2985,SQLite,
2990,Couchbase,Microsoft SQL Server
2990,,MongoDB
2990,,SQLite
2990,Microsoft SQL Server,
2990,MongoDB,
2990,Redis,
2990,SQLite,
3004,Elasticsearch,Microsoft SQL Server
3004,,MySQL
3004,,Oracle
3004,,PostgreSQL
3004,Microsoft SQL Server,
3004,MySQL,
3004,Oracle,
3004,PostgreSQL,
3004,Redis,
3009,Firebase,Firebase
3009,,Microsoft SQL Server
3009,,MongoDB
3009,,MySQL
3009,Microsoft SQL Server,
3009,MongoDB,
3009,MySQL,
3009,PostgreSQL,
3020,Microsoft SQL Server,Microsoft SQL Server
3023,MariaDB,Microsoft SQL Server
3023,,MongoDB
3023,,MySQL
3023,,PostgreSQL
3023,MongoDB,
3023,Redis,
3025,MongoDB,MongoDB
3025,PostgreSQL,
3029,DynamoDB,PostgreSQL
3029,,Redis
3029,MongoDB,
3029,PostgreSQL,
3029,Redis,
3032,DynamoDB,IBM DB2
3032,,Microsoft SQL Server
3032,,MongoDB
3032,Microsoft SQL Server,
3032,MongoDB,
3032,Redis,
3041,Microsoft SQL Server,Microsoft SQL Server
3072,MongoDB,Microsoft SQL Server
3072,,Redis
3094,MariaDB,MariaDB
3094,,MySQL
3094,,PostgreSQL
3094,,Redis
3094,,SQLite
3094,MySQL,
3094,PostgreSQL,
3094,Redis,
3094,SQLite,
3095,Microsoft SQL Server,IBM DB2
3095,,Microsoft SQL Server
3095,,MongoDB
3095,,PostgreSQL
3095,MongoDB,
3099,Firebase,Firebase
3099,Microsoft SQL Server,
3099,SQLite,
3104,Microsoft SQL Server,DynamoDB
3104,,Microsoft SQL Server
3104,,Redis
3104,Redis,
3116,Microsoft SQL Server,Microsoft SQL Server
3126,Elasticsearch,Elasticsearch
3126,,PostgreSQL
3126,PostgreSQL,
3126,Redis,
3142,MariaDB,Microsoft SQL Server
3142,,MySQL
3142,,PostgreSQL
3142,,SQLite
3142,MySQL,
3142,PostgreSQL,
3142,SQLite,
3147,Firebase,DynamoDB
3147,,Firebase
3147,,MongoDB
3147,,MySQL
3147,MongoDB,
3147,MySQL,
3149,MongoDB,Microsoft SQL Server
3149,,MongoDB
3149,,MySQL
3149,PostgreSQL,
3149,Redis,
3152,DynamoDB,DynamoDB
3152,,Elasticsearch
3152,,MySQL
3152,,PostgreSQL
3152,,SQLite
3152,MySQL,
3152,PostgreSQL,
3152,SQLite,
3165,MySQL,Elasticsearch
3165,,MongoDB
3165,,MySQL
3165,,PostgreSQL
3165,,Redis
3165,,SQLite
3165,PostgreSQL,
3165,Redis,
3174,PostgreSQL,DynamoDB
3174,,PostgreSQL
3179,Microsoft SQL Server,Microsoft SQL Server
3189,DynamoDB,DynamoDB
3189,,Firebase
3189,,MongoDB
3189,,MySQL
3189,Firebase,
3189,Redis,
3191,MariaDB,MariaDB
3191,,MongoDB
3191,MongoDB,
3202,Microsoft SQL Server,Microsoft SQL Server
3202,,PostgreSQL
3202,MongoDB,
3202,PostgreSQL,
3202,SQLite,
3217,Elasticsearch,Elasticsearch
3217,,Microsoft SQL Server
3217,,SQLite
3217,Microsoft SQL Server,
3217,PostgreSQL,
3217,Redis,
3217,SQLite,
3232,Elasticsearch,PostgreSQL
3232,,Redis
3232,Redis,
3237,SQLite,Microsoft SQL Server
3237,,Oracle
3237,,SQLite
3267,Elasticsearch,Firebase
3267,,PostgreSQL
3267,,Redis
3267,Firebase,
3267,PostgreSQL,
3267,Redis,
3277,PostgreSQL,MongoDB
3277,,SQLite
3277,SQLite,
3285,DynamoDB,Elasticsearch
3285,,Firebase
3285,,IBM DB2
3285,,Microsoft SQL Server
3285,,Oracle
3285,,PostgreSQL
3285,Elasticsearch,
3285,Microsoft SQL Server,
3285,MongoDB,
3285,PostgreSQL,
3302,Microsoft SQL Server,Microsoft SQL Server
3302,,SQLite
3302,SQLite,
3305,Elasticsearch,Elasticsearch
3305,,Microsoft SQL Server
3305,Microsoft SQL Server,
3305,MongoDB,
3305,Redis,
3306,Elasticsearch,MySQL
3306,,Oracle
3306,,PostgreSQL
3306,,Redis
3306,Firebase,
3306,MySQL,
3306,PostgreSQL,
3306,Redis,
3327,SQLite,SQLite
3335,Firebase,Firebase
3335,,PostgreSQL
3335,,Redis
3335,PostgreSQL,
3335,Redis,
3345,DynamoDB,DynamoDB
3345,,Elasticsearch
3345,,MySQL
3345,,PostgreSQL
3345,,Redis
3345,,SQLite
3345,Redis,
3345,SQLite,
3360,PostgreSQL,Microsoft SQL Server
3360,,PostgreSQL
3360,,Redis
3363,Microsoft SQL Server,Microsoft SQL Server
3380,PostgreSQL,Microsoft SQL Server
3380,,PostgreSQL
3389,Cassandra,Elasticsearch
3389,,Microsoft SQL Server
3389,,MongoDB
3389,,Redis
3389,DynamoDB,
3389,Elasticsearch,
3389,Firebase,
3389,Microsoft SQL Server,
3389,MongoDB,
3389,MySQL,
3389,PostgreSQL,
3389,Redis,
3392,MongoDB,Microsoft SQL Server
3392,,MySQL
3392,,Oracle
3392,,PostgreSQL
3392,,SQLite
3392,MySQL,
3392,PostgreSQL,
3392,SQLite,
3401,Cassandra,Elasticsearch
3401,,Firebase
3401,,MongoDB
3401,,MySQL
3401,,PostgreSQL
3401,,Redis
3401,Elasticsearch,
3401,Firebase,
3401,Microsoft SQL Server,
3401,Oracle,
3401,PostgreSQL,
3401,Redis,
3414,Firebase,Firebase
3414,,MySQL
3414,MariaDB,
3414,MySQL,
3414,SQLite,
3420,SQLite,SQLite
3421,DynamoDB,DynamoDB
3421,,Elasticsearch
3421,,Firebase
3421,,MariaDB
3421,,MySQL
3421,Elasticsearch,
3421,MariaDB,
3421,MongoDB,
3421,MySQL,
3424,Microsoft SQL Server,Microsoft SQL Server
3424,,SQLite
3424,MySQL,
3424,SQLite,
3426,Microsoft SQL Server,Microsoft SQL Server
3427,PostgreSQL,Elasticsearch
3427,,PostgreSQL
3427,,Redis
3427,Redis,
3435,DynamoDB,DynamoDB
3435,,MySQL
3435,,PostgreSQL
3435,,Redis
3435,PostgreSQL,
3435,Redis,
3438,MySQL,MySQL
3438,,Oracle
3438,Oracle,
3448,Elasticsearch,Microsoft SQL Server
3448,,PostgreSQL
3448,Microsoft SQL Server,
3448,MongoDB,
3451,DynamoDB,DynamoDB
3451,,Elasticsearch
3451,,MySQL
3451,,PostgreSQL
3451,,SQLite
3451,Firebase,
3451,SQLite,
3455,Microsoft SQL Server,Microsoft SQL Server
3455,,MySQL
3455,MySQL,
3462,Elasticsearch,Microsoft SQL Server
3462,,PostgreSQL
3462,PostgreSQL,
3486,Cassandra,DynamoDB
3486,,Elasticsearch
3486,,Microsoft SQL Server
3486,,MySQL
3486,DynamoDB,
3486,Elasticsearch,
3486,Microsoft SQL Server,
3497,Elasticsearch,Cassandra
3497,,Firebase
3497,,PostgreSQL
3497,PostgreSQL,
3506,Elasticsearch,Elasticsearch
3506,,Microsoft SQL Server
3506,,MySQL
3506,Microsoft SQL Server,
3506,MySQL,
3512,PostgreSQL,PostgreSQL
3514,MongoDB,MongoDB
3560,Microsoft SQL Server,Microsoft SQL Server
3560,,Redis
3560,MySQL,
3560,Redis,
3568,MySQL,MySQL
3573,Microsoft SQL Server,Microsoft SQL Server
3573,,SQLite
3573,SQLite,
3589,Elasticsearch,Elasticsearch
3589,,MongoDB
3589,,Oracle
3589,MongoDB,
3589,SQLite,
3590,MySQL,MySQL
3590,,SQLite
3590,SQLite,
3592,DynamoDB,Elasticsearch
3592,,MySQL
3592,,Redis
3592,MySQL,
3592,Redis,
3595,Microsoft SQL Server,Microsoft SQL Server
3607,Microsoft SQL Server,Microsoft SQL Server
3607,,MySQL
3607,MySQL,
3610,MongoDB,MongoDB
3610,Redis,
3616,DynamoDB,MySQL
3616,Elasticsearch,
3616,MySQL,
3616,PostgreSQL,
3616,Redis,
3617,PostgreSQL,Microsoft SQL Server
3617,,PostgreSQL
3619,Firebase,Firebase
3619,,MySQL
3619,,PostgreSQL
3619,MariaDB,
3619,MySQL,
3619,PostgreSQL,
3619,Redis,
3619,SQLite,
3633,Elasticsearch,Elasticsearch
3633,,Microsoft SQL Server
3633,,MongoDB
3633,,MySQL
3633,,Oracle
3633,,PostgreSQL
3633,MongoDB,
3633,PostgreSQL,
3633,Redis,
3636,Cassandra,Cassandra
3636,,Elasticsearch
3636,,Oracle
3636,Elasticsearch,
3636,Oracle,
3646,PostgreSQL,PostgreSQL
3650,DynamoDB,DynamoDB
3650,,Elasticsearch
3650,,Microsoft SQL Server
3650,,MongoDB
3650,,MySQL
3650,,PostgreSQL
3650,,Redis
3650,PostgreSQL,
3650,Redis,
3661,PostgreSQL,Elasticsearch
3661,,MariaDB
3661,,Microsoft SQL Server
3661,,MongoDB
3661,,MySQL
3661,,PostgreSQL
3661,,SQLite
3663,PostgreSQL,Microsoft SQL Server
3663,,PostgreSQL
3663,,Redis
3663,Redis,
3663,SQLite,
3681,MySQL,MySQL
3681,,SQLite
3681,PostgreSQL,
3681,SQLite,
3686,Firebase,MySQL
3686,MongoDB,
3690,Couchbase,MySQL
3690,,SQLite
3690,MySQL,
3690,SQLite,
3716,DynamoDB,DynamoDB
3716,,MariaDB
3716,,Microsoft SQL Server
3716,,MySQL
3716,,PostgreSQL
3716,,Redis
3716,,SQLite
3716,MySQL,
3716,PostgreSQL,
3716,Redis,
3716,SQLite,
3719,Firebase,MariaDB
3719,,MySQL
3719,,PostgreSQL
3719,,SQLite
3719,MongoDB,
3719,MySQL,
3721,PostgreSQL,Microsoft SQL Server
3721,,PostgreSQL
3721,Redis,
3734,Microsoft SQL Server,Microsoft SQL Server
3740,DynamoDB,DynamoDB
3740,,MariaDB
3740,,MongoDB
3740,,MySQL
3740,,PostgreSQL
3740,MySQL,
3740,PostgreSQL,
3746,Cassandra,Microsoft SQL Server
3746,,MongoDB
3746,,PostgreSQL
3746,,SQLite
3746,DynamoDB,
3746,Firebase,
3746,MongoDB,
3746,PostgreSQL,
3746,Redis,
3754,Microsoft SQL Server,Microsoft SQL Server
3754,,MySQL
3754,MySQL,
3757,MongoDB,MongoDB
3757,,MySQL
3757,,PostgreSQL
3757,MySQL,
3757,PostgreSQL,
3768,Redis,Elasticsearch
3768,,Firebase
3768,,Microsoft SQL Server
3768,,PostgreSQL
3768,,SQLite
3769,Microsoft SQL Server,Microsoft SQL Server
3769,,MongoDB
3769,,MySQL
3769,,SQLite
3769,MongoDB,
3769,MySQL,
3769,SQLite,
3793,Elasticsearch,Microsoft SQL Server
3793,,Redis
3793,,SQLite
3793,Microsoft SQL Server,
3793,PostgreSQL,
3793,Redis,
3818,PostgreSQL,PostgreSQL
3841,Couchbase,Couchbase
3841,,Firebase
3841,,Redis
3841,Firebase,
3841,MongoDB,
3841,PostgreSQL,
3841,Redis,
3853,DynamoDB,Firebase
3853,,MySQL
3853,Elasticsearch,
3853,Firebase,
3853,MySQL,
3855,Microsoft SQL Server,Microsoft SQL Server
3855,,PostgreSQL
3855,,Redis
3864,PostgreSQL,PostgreSQL
3864,,Redis
3879,PostgreSQL,PostgreSQL
3879,,Redis
3879,,SQLite
3879,Redis,
3879,SQLite,
3889,MySQL,Cassandra
3889,,MongoDB
3889,,MySQL
3889,PostgreSQL,
3891,DynamoDB,Couchbase
3891,,Elasticsearch
3891,,Microsoft SQL Server
3891,,SQLite
3891,MongoDB,
3896,Elasticsearch,Elasticsearch
3896,,MySQL
3896,,PostgreSQL
3896,,Redis
3896,MySQL,
3896,PostgreSQL,
3904,DynamoDB,Elasticsearch
3904,,Firebase
3904,,MariaDB
3904,,MySQL
3904,,PostgreSQL
3904,,SQLite
3904,Elasticsearch,
3904,Firebase,
3904,MariaDB,
3904,MySQL,
3904,PostgreSQL,
3904,SQLite,
3907,Redis,Redis
3907,,SQLite
3923,Microsoft SQL Server,Microsoft SQL Server
3923,,MySQL
3923,SQLite,
3955,Microsoft SQL Server,Microsoft SQL Server
3955,MySQL,
3967,MariaDB,MariaDB
3967,,Microsoft SQL Server
3967,,PostgreSQL
3967,Microsoft SQL Server,
3967,PostgreSQL,
3976,Elasticsearch,Elasticsearch
3976,,MariaDB
3976,,MySQL
3976,,Redis
3976,Firebase,
3976,PostgreSQL,
3976,Redis,
3981,SQLite,MySQL
3981,,SQLite
3998,Microsoft SQL Server,Firebase
3998,,Microsoft SQL Server
3998,Redis,
4024,MariaDB,MariaDB
4024,,Oracle
4024,,Redis
4024,,SQLite
4024,Oracle,
4024,PostgreSQL,
4024,Redis,
4024,SQLite,
4027,Elasticsearch,Elasticsearch
4027,,Microsoft SQL Server
4027,,MongoDB
4027,,MySQL
4027,,PostgreSQL
4027,,SQLite
4027,Microsoft SQL Server,
4027,MongoDB,
4027,MySQL,
4027,PostgreSQL,
4027,Redis,
4027,SQLite,
4041,MongoDB,Microsoft SQL Server
4054,Elasticsearch,Elasticsearch
4054,,Microsoft SQL Server
4054,,Oracle
4054,,Redis
4054,Microsoft SQL Server,
4054,Oracle,
4054,Redis,
4072,PostgreSQL,PostgreSQL
4072,,Redis
4072,Redis,
4083,Cassandra,Elasticsearch
4083,,MongoDB
4083,,MySQL
4083,Elasticsearch,
4083,Firebase,
4083,Redis,
4085,Microsoft SQL Server,Microsoft SQL Server
4085,,SQLite
4085,MongoDB,
4085,SQLite,
4087,Elasticsearch,IBM DB2
4087,,Oracle
4087,MongoDB,
4087,Oracle,
4087,Redis,
4089,MongoDB,Elasticsearch
4089,,Microsoft SQL Server
4089,,MongoDB
4089,,MySQL
4089,,Redis
4089,MySQL,
4096,DynamoDB,DynamoDB
4096,,Elasticsearch
4096,,Firebase
4096,,MongoDB
4096,,MySQL
4096,Firebase,
4096,MariaDB,
4119,Elasticsearch,Elasticsearch
4119,,MySQL
4119,MySQL,
4125,Microsoft SQL Server,Microsoft SQL Server
4125,,MongoDB
4143,Elasticsearch,MongoDB
4143,PostgreSQL,
4152,MySQL,MySQL
4152,,SQLite
4152,SQLite,
4158,Microsoft SQL Server,Microsoft SQL Server
4158,,SQLite
4158,SQLite,
4183,MariaDB,MariaDB
4183,,MongoDB
4183,,MySQL
4183,,Redis
4183,MySQL,
4194,Microsoft SQL Server,Microsoft SQL Server
4199,Microsoft SQL Server,Microsoft SQL Server
4208,Cassandra,MySQL
4208,,Oracle
4208,,PostgreSQL
4208,Firebase,
4208,MySQL,
4208,Oracle,
4208,PostgreSQL,
4210,Cassandra,Cassandra
4210,,Elasticsearch
4210,,MariaDB
4210,,Microsoft SQL Server
4210,,MongoDB
4210,,MySQL
4210,,PostgreSQL
4210,,Redis
4210,,SQLite
4210,Elasticsearch,
4210,MariaDB,
4210,Microsoft SQL Server,
4210,MongoDB,
4210,MySQL,
4210,Redis,
4215,Microsoft SQL Server,Microsoft SQL Server
4221,Microsoft SQL Server,Microsoft SQL Server
4221,,PostgreSQL
4221,MongoDB,
4221,PostgreSQL,
4227,Cassandra,Microsoft SQL Server
4227,,PostgreSQL
4227,Microsoft SQL Server,
4227,PostgreSQL,
4227,SQLite,
4231,MongoDB,MariaDB
4231,,MongoDB
4231,,PostgreSQL
4231,PostgreSQL,
4235,DynamoDB,Elasticsearch
4235,,MySQL
4235,,Redis
4235,Elasticsearch,
4235,Oracle,
4235,PostgreSQL,
4242,DynamoDB,DynamoDB
4242,,Microsoft SQL Server
4242,,MySQL
4242,Elasticsearch,
4242,MariaDB,
4242,Redis,
