,Respondent,PlatformDesireNextYear,PlatformWorkedWith
3287,1296,Microsoft Azure,Microsoft Azure
3288,1296,WordPress,
3289,1312,Docker,Docker
3290,1312,,Kubernetes
3291,1312,,Linux
3292,1312,,MacOS
3293,1312,,WordPress
3294,1312,Linux,
3299,1312,MacOS,
3304,1314,Docker,AWS
3305,1314,,Docker
3306,1314,,Kubernetes
3307,1314,,Linux
3308,1314,,MacOS
3309,1314,,Microsoft Azure
3310,1314,,Windows
3311,1314,Linux,
3318,1314,Microsoft Azure,
3325,1314,Windows,
3332,1315,AWS,AWS
3333,1315,,Docker
3334,1315,,Kubernetes
3335,1315,,Linux
3336,1315,,Windows
3337,1315,Docker,
3342,1315,Kubernetes,
3347,1315,Linux,
3352,1330,Android,Linux
3353,1330,Docker,
3354,1330,Kubernetes,
3355,1330,Linux,
3356,1330,Raspberry Pi,
3357,1342,Microsoft Azure,Microsoft Azure
3358,1342,,Windows
3359,1342,Windows,
3361,1343,Android,Docker
3362,1343,,Linux
3363,1343,AWS,
3365,1343,Docker,
3367,1343,Google Cloud Platform,
3369,1343,iOS,
3371,1343,Kubernetes,
3373,1343,Linux,
3375,1343,MacOS,
3377,1345,AWS,Linux
3378,1345,,MacOS
3379,1345,,Microsoft Azure
3380,1345,Docker,
3383,1345,Google Cloud Platform,
3386,1345,Kubernetes,
3389,1345,Linux,
3392,1345,MacOS,
3395,1354,Android,AWS
3396,1354,,MacOS
3397,1354,,WordPress
3398,1354,Arduino,
3401,1354,AWS,
3404,1354,Docker,
3407,1354,Kubernetes,
3410,1354,Linux,
3413,1354,Microsoft Azure,
3416,1354,Raspberry Pi,
3419,1354,Windows,
3422,1354,WordPress,
3425,1355,AWS,AWS
3426,1355,,Google Cloud Platform
3427,1355,,Linux
3428,1355,,MacOS
3429,1355,,Raspberry Pi
3430,1355,Google Cloud Platform,
3435,1355,Kubernetes,
3440,1355,Linux,
3445,1355,Raspberry Pi,
3450,1365,AWS,AWS
3451,1365,,Docker
3452,1365,,Windows
3453,1365,Docker,
3456,1365,Kubernetes,
3459,1365,Linux,
3462,1365,Windows,
3465,1373,Google Cloud Platform,Microsoft Azure
3466,1373,Kubernetes,
3467,1373,Microsoft Azure,
3468,1381,AWS,AWS
3469,1381,,Docker
3470,1381,,Google Cloud Platform
3471,1381,,Heroku
3472,1381,,Linux
3473,1381,,Raspberry Pi
3474,1381,,Windows
3475,1381,Docker,
3482,1381,Google Cloud Platform,
3489,1381,Heroku,
3496,1381,Kubernetes,
3503,1381,Linux,
3510,1381,Raspberry Pi,
3517,1381,Windows,
3524,1389,AWS,AWS
3525,1389,,Docker
3526,1389,,Google Cloud Platform
3527,1389,,Heroku
3528,1389,,Linux
3529,1389,Docker,
3534,1389,Google Cloud Platform,
3539,1389,Heroku,
3544,1389,Kubernetes,
3549,1389,Linux,
3554,1404,Android,AWS
3555,1404,,Docker
3556,1404,,Linux
3557,1404,,Microsoft Azure
3558,1404,,Windows
3559,1404,Arduino,
3564,1404,AWS,
3569,1404,Docker,
3574,1404,Kubernetes,
3579,1404,Linux,
3584,1404,Microsoft Azure,
3589,1404,Windows,
3594,1412,Microsoft Azure,Microsoft Azure
3595,1412,,Windows
3596,1412,Windows,
3598,1416,Arduino,AWS
3599,1416,,Google Cloud Platform
3600,1416,,Microsoft Azure
3601,1416,AWS,
3604,1416,Google Cloud Platform,
3607,1416,Kubernetes,
3610,1416,Microsoft Azure,
3613,1417,AWS,AWS
3614,1417,,Docker
3615,1417,,Linux
3616,1417,,MacOS
3617,1417,,Slack Apps and Integrations
3618,1417,Docker,
3623,1417,iOS,
3628,1417,Linux,
3633,1417,MacOS,
3638,1417,Slack Apps and Integrations,
3643,1421,Android,AWS
3644,1421,,Android
3645,1421,,Docker
3646,1421,,MacOS
3647,1421,,Windows
3648,1421,,iOS
3649,1421,AWS,
3655,1421,Docker,
3661,1421,Google Cloud Platform,
3667,1421,iOS,
3673,1421,Kubernetes,
3679,1421,MacOS,
3685,1421,Microsoft Azure,
3691,1454,AWS,Heroku
3692,1454,,Microsoft Azure
3693,1454,Docker,
3695,1454,Microsoft Azure,
3697,1464,Arduino,Arduino
3698,1464,,Docker
3699,1464,,Kubernetes
3700,1464,,Linux
3701,1464,,MacOS
3702,1464,,Microsoft Azure
3703,1464,,Raspberry Pi
3704,1464,,Windows
3705,1464,,iOS
3706,1464,Docker,
3715,1464,iOS,
3724,1464,Linux,
3733,1464,MacOS,
3742,1464,Microsoft Azure,
3751,1464,Raspberry Pi,
3760,1464,Windows,
3769,1467,AWS,AWS
3770,1467,,Docker
3771,1467,,Kubernetes
3772,1467,,Linux
3773,1467,,MacOS
3774,1467,,Slack Apps and Integrations
3775,1467,Docker,
3781,1467,Google Cloud Platform,
3787,1467,Kubernetes,
3793,1467,Linux,
3799,1467,MacOS,
3805,1467,Slack Apps and Integrations,
3811,1476,Arduino,Arduino
3812,1476,,Docker
3813,1476,,Google Cloud Platform
3814,1476,,Heroku
3815,1476,,Kubernetes
3816,1476,,Linux
3817,1476,,Microsoft Azure
3818,1476,,Raspberry Pi
3819,1476,,Windows
3820,1476,AWS,
3829,1476,Docker,
3838,1476,Google Cloud Platform,
3847,1476,Kubernetes,
3856,1476,Linux,
3865,1476,Raspberry Pi,
3874,1488,AWS,AWS
3875,1488,,Docker
3876,1488,Docker,
3878,1488,iOS,
3880,1488,Kubernetes,
3882,1512,iOS,Windows
3883,1512,Windows,
3884,1534,Raspberry Pi,Raspberry Pi
3885,1534,,WordPress
3886,1534,WordPress,
3888,1551,Arduino,Arduino
3889,1551,,Google Cloud Platform
3890,1551,,Linux
3891,1551,,Raspberry Pi
3892,1551,,Windows
3893,1551,Google Cloud Platform,
3898,1551,Linux,
3903,1551,Raspberry Pi,
3908,1551,Windows,
3913,1556,Arduino,Android
3914,1556,,Arduino
3915,1556,,Docker
3916,1556,,Linux
3917,1556,,Raspberry Pi
3918,1556,,Windows
3919,1556,Docker,
3925,1556,Linux,
3931,1556,Raspberry Pi,
3937,1560,Docker,AWS
3938,1560,,Docker
3939,1560,,Heroku
3940,1560,,Kubernetes
3941,1560,,Linux
3942,1560,,MacOS
3943,1560,,Raspberry Pi
3944,1560,,Slack Apps and Integrations
3945,1560,,Windows
3946,1560,Linux,
3955,1560,Microsoft Azure,
3964,1560,Raspberry Pi,
3973,1564,AWS,AWS
3974,1564,,Docker
3975,1564,,Google Cloud Platform
3976,1564,,Kubernetes
3977,1564,,Linux
3978,1564,,Raspberry Pi
3979,1564,Docker,
3985,1564,Google Cloud Platform,
3991,1564,Kubernetes,
3997,1564,Linux,
4003,1564,Raspberry Pi,
4009,1566,Docker,Docker
4010,1566,,Linux
4011,1566,,Windows
4012,1566,,WordPress
4013,1566,Linux,
4017,1580,Windows,Linux
4018,1580,,Windows
4019,1600,Kubernetes,Microsoft Azure
4020,1600,Microsoft Azure,
4021,1605,Android,Android
4022,1605,,Microsoft Azure
4023,1605,,Windows
4024,1605,,WordPress
4025,1605,,iOS
4026,1605,iOS,
4031,1605,Windows,
4036,1605,WordPress,
4041,1612,AWS,Android
4042,1612,,Docker
4043,1612,,WordPress
4044,1612,Docker,
4047,1612,Kubernetes,
4050,1612,Slack Apps and Integrations,
4053,1631,Android,AWS
4054,1631,,Docker
4055,1631,,Linux
4056,1631,AWS,
4059,1631,Docker,
4062,1631,iOS,
4065,1631,Kubernetes,
4068,1631,Linux,
4071,1639,AWS,AWS
4072,1639,,Google Cloud Platform
4073,1639,Heroku,
4075,1639,IBM Cloud or Watson,
4077,1639,MacOS,
4079,1644,Linux,Linux
4080,1644,,Windows
4081,1644,Windows,
4083,1646,Android,Android
4084,1646,,Linux
4085,1646,,Microsoft Azure
4086,1646,,Windows
4087,1646,Docker,
4091,1646,iOS,
4095,1646,Linux,
4099,1646,Microsoft Azure,
4103,1646,Raspberry Pi,
4107,1646,Windows,
4111,1647,Android,AWS
4112,1647,,Docker
4113,1647,,Linux
4114,1647,,MacOS
4115,1647,,Slack Apps and Integrations
4116,1647,,Windows
4117,1647,Arduino,
4123,1647,AWS,
4129,1647,Docker,
4135,1647,Kubernetes,
4141,1647,Linux,
4147,1647,MacOS,
4153,1647,Slack Apps and Integrations,
4159,1652,Docker,AWS
4160,1652,,Android
4161,1652,,Arduino
4162,1652,,Heroku
4163,1652,,Linux
4164,1652,,MacOS
4165,1652,,Microsoft Azure
4166,1652,,Raspberry Pi
4167,1652,,Slack Apps and Integrations
4168,1652,,Windows
4169,1652,,WordPress
4170,1652,,iOS
4171,1652,Kubernetes,
4183,1669,Android,WordPress
4184,1669,WordPress,
4185,1681,Docker,Docker
4186,1681,,Linux
4187,1681,Google Cloud Platform,
4189,1681,Heroku,
4191,1681,Linux,
4193,1717,AWS,AWS
4194,1717,,Microsoft Azure
4195,1717,,Raspberry Pi
4196,1717,Docker,
4199,1717,Kubernetes,
4202,1717,Microsoft Azure,
4205,1717,Raspberry Pi,
4208,1725,Kubernetes,Docker
4209,1725,,Kubernetes
4210,1725,,Linux
4211,1725,Linux,
4214,1732,Android,Android
4215,1732,,Docker
4216,1732,,Heroku
4217,1732,,Kubernetes
4218,1732,,Linux
4219,1732,,MacOS
4220,1732,,Microsoft Azure
4221,1732,,Raspberry Pi
4222,1732,Docker,
4230,1732,Kubernetes,
4238,1732,Linux,
4246,1732,MacOS,
4254,1732,Microsoft Azure,
4262,1732,Raspberry Pi,
4270,1745,Docker,Docker
4271,1759,Android,AWS
4272,1759,,Android
4273,1759,,Docker
4274,1759,,Linux
4275,1759,,MacOS
4276,1759,,Raspberry Pi
4277,1759,,Slack Apps and Integrations
4278,1759,,Windows
4279,1759,,iOS
4280,1759,AWS,
4289,1759,Docker,
4298,1759,iOS,
4307,1759,Linux,
4316,1759,MacOS,
4325,1759,Raspberry Pi,
4334,1759,Slack Apps and Integrations,
4343,1759,Windows,
4352,1779,Android,AWS
4353,1779,,Linux
4354,1779,AWS,
4356,1779,Docker,
4358,1779,iOS,
4360,1779,Linux,
4362,1796,Android,AWS
4363,1796,,Windows
4364,1796,AWS,
4366,1796,Microsoft Azure,
4368,1796,Windows,
4370,1801,Docker,AWS
4371,1801,,Android
4372,1801,,Docker
4373,1801,,Google Cloud Platform
4374,1801,,Kubernetes
4375,1801,,Linux
4376,1801,,iOS
4377,1801,Google Cloud Platform,
4384,1801,Kubernetes,
4391,1801,Linux,
4398,1808,Kubernetes,Docker
4399,1808,,Heroku
4400,1808,,Microsoft Azure
4401,1808,,Raspberry Pi
4402,1808,Microsoft Azure,
4406,1808,Raspberry Pi,
4410,1814,Android,Android
4411,1814,,Windows
4412,1814,,iOS
4413,1814,AWS,
4416,1814,Docker,
4419,1814,iOS,
4422,1814,Kubernetes,
4425,1814,Microsoft Azure,
4428,1814,Windows,
4431,1820,AWS,Docker
4432,1820,,Kubernetes
4433,1820,,MacOS
4434,1820,,WordPress
4435,1820,Docker,
4439,1820,Kubernetes,
4443,1820,MacOS,
4447,1820,Raspberry Pi,
4451,1820,Slack Apps and Integrations,
4455,1826,AWS,Docker
4456,1826,,Kubernetes
4457,1826,,Linux
4458,1826,,Microsoft Azure
4459,1826,,Windows
4460,1826,Docker,
4465,1826,Google Cloud Platform,
4470,1826,Kubernetes,
4475,1826,Linux,
4480,1826,Microsoft Azure,
4485,1829,AWS,AWS
4486,1829,,Docker
4487,1829,,Linux
4488,1829,,Slack Apps and Integrations
4489,1829,Docker,
4493,1829,Linux,
4497,1829,Raspberry Pi,
4501,1829,Slack Apps and Integrations,
4505,1833,AWS,AWS
4506,1833,,Docker
4507,1833,,Heroku
4508,1833,,MacOS
4509,1833,,Windows
4510,1833,Docker,
4515,1833,Google Cloud Platform,
4520,1833,Heroku,
4525,1833,Kubernetes,
4530,1833,MacOS,
4535,1833,WordPress,
4540,1845,Microsoft Azure,Microsoft Azure
4541,1857,Microsoft Azure,AWS
4542,1857,,Windows
4543,1857,Windows,
4545,1866,Arduino,AWS
4546,1866,,Docker
4547,1866,,Microsoft Azure
4548,1866,AWS,
4551,1866,Docker,
4554,1866,Kubernetes,
4557,1866,Raspberry Pi,
4560,1890,AWS,Docker
4561,1890,Docker,
4562,1908,Android,Android
4563,1908,,Microsoft Azure
4564,1908,,Windows
4565,1908,,iOS
4566,1908,AWS,
4570,1908,Google Cloud Platform,
4574,1908,iOS,
4578,1908,Microsoft Azure,
4582,1908,Raspberry Pi,
4586,1908,Windows,
4590,1945,Android,Android
4591,1945,,Docker
4592,1945,,Heroku
4593,1945,,Kubernetes
4594,1945,,Linux
4595,1945,,Slack Apps and Integrations
4596,1945,AWS,
4602,1945,Docker,
4608,1945,Google Cloud Platform,
4614,1945,Heroku,
4620,1945,Kubernetes,
4626,1945,Linux,
4632,1966,Docker,Docker
4633,1966,,Linux
4634,1966,,Windows
4635,1966,Kubernetes,
4638,1966,Linux,
4641,1971,MacOS,Windows
4642,1971,Windows,
4643,1976,Docker,Docker
4644,1976,,Kubernetes
4645,1976,,Linux
4646,1976,,MacOS
4647,1976,,Slack Apps and Integrations
4648,1976,,Windows
4649,1976,Linux,
4655,1976,MacOS,
4661,1976,Microsoft Azure,
4667,1976,Windows,
4673,1977,Docker,AWS
4674,1977,,Docker
4675,1977,,Kubernetes
4676,1977,,Linux
4677,1977,,Raspberry Pi
4678,1977,,Slack Apps and Integrations
4679,1977,Google Cloud Platform,
4685,1977,Kubernetes,
4691,1977,Linux,
4697,1983,Docker,Docker
4698,1983,,MacOS
4699,1983,,Raspberry Pi
4700,1983,MacOS,
4703,1984,Arduino,Arduino
4704,1984,,Docker
4705,1984,,Kubernetes
4706,1984,,Linux
4707,1984,,MacOS
4708,1984,,Microsoft Azure
4709,1984,,Raspberry Pi
4710,1984,,Slack Apps and Integrations
4711,1984,,Windows
4712,1984,Docker,
4721,1984,Kubernetes,
4730,1984,Linux,
4739,1984,Raspberry Pi,
4748,1990,Android,Docker
4749,1990,,Heroku
4750,1990,,Microsoft Azure
4751,1990,,Windows
4752,1990,Docker,
4756,1990,Heroku,
4760,1990,iOS,
4764,1990,Kubernetes,
4768,1990,Microsoft Azure,
4772,1990,Raspberry Pi,
4776,1990,Windows,
4780,1994,Docker,Microsoft Azure
4781,1994,,Windows
4782,1994,Kubernetes,
4784,2001,MacOS,MacOS
4785,2001,,Raspberry Pi
4786,2001,,Windows
4787,2001,,WordPress
4788,2001,Raspberry Pi,
4792,2001,Windows,
4796,2001,WordPress,
4800,2003,AWS,AWS
4801,2003,,Docker
4802,2003,,Google Cloud Platform
4803,2003,,Heroku
4804,2003,Docker,
4808,2003,Kubernetes,
4812,2007,AWS,AWS
4813,2007,,Linux
4814,2007,,Windows
4815,2007,,WordPress
4816,2007,Docker,
4820,2007,Linux,
4824,2007,Windows,
4828,2008,Microsoft Azure,AWS
4829,2008,,Docker
4830,2008,,Microsoft Azure
4831,2008,,Windows
4832,2008,Windows,
4836,2013,Android,Android
4837,2013,,Docker
4838,2013,,Google Cloud Platform
4839,2013,,Kubernetes
4840,2013,,Microsoft Azure
4841,2013,Docker,
4846,2013,Kubernetes,
4851,2013,Microsoft Azure,
4856,2017,AWS,Docker
4857,2017,,Kubernetes
4858,2017,,Linux
4859,2017,,Microsoft Azure
4860,2017,,Windows
4861,2017,Docker,
4866,2017,Kubernetes,
4871,2017,Linux,
4876,2017,Microsoft Azure,
4881,2017,Windows,
4886,2031,AWS,AWS
4887,2031,,Heroku
4888,2031,Docker,
4890,2031,Heroku,
4892,2051,AWS,Android
4893,2051,,Google Cloud Platform
4894,2051,,Linux
4895,2051,,MacOS
4896,2051,,Windows
4897,2051,Docker,
4902,2059,Docker,Docker
4903,2059,,Kubernetes
4904,2059,,Linux
4905,2059,,Raspberry Pi
4906,2059,,Windows
4907,2059,Kubernetes,
4912,2059,Linux,
4917,2059,Raspberry Pi,
4922,2059,Windows,
4927,2070,AWS,AWS
4928,2070,,Linux
4929,2070,,MacOS
4930,2070,,iOS
4931,2070,iOS,
4935,2070,Linux,
4939,2070,MacOS,
4943,2088,AWS,AWS
4944,2088,,Android
4945,2088,,Docker
4946,2088,Docker,
4949,2094,AWS,AWS
4950,2094,,Google Cloud Platform
4951,2094,,Kubernetes
4952,2094,,Windows
4953,2094,Google Cloud Platform,
4957,2094,Kubernetes,
4961,2094,Windows,
4965,2098,AWS,Docker
4966,2098,,Google Cloud Platform
4967,2098,,Kubernetes
4968,2098,,Linux
4969,2098,Docker,
4973,2098,Google Cloud Platform,
4977,2098,Kubernetes,
4981,2098,Linux,
4985,2101,Docker,Windows
4986,2101,Microsoft Azure,
4987,2101,Windows,
4988,2107,Docker,Android
4989,2107,,Docker
4990,2107,,Linux
4991,2107,,Raspberry Pi
4992,2107,,Windows
4993,2107,Heroku,
4998,2107,Linux,
5003,2107,Raspberry Pi,
5008,2107,Windows,
5013,2110,Android,Android
5014,2110,,Docker
5015,2110,,Kubernetes
5016,2110,,Linux
5017,2110,,MacOS
5018,2110,,Windows
5019,2110,,iOS
5020,2110,Arduino,
5027,2110,AWS,
5034,2110,Docker,
5041,2110,iOS,
5048,2110,Kubernetes,
5055,2110,Linux,
5062,2110,MacOS,
5069,2110,Microsoft Azure,
5076,2110,Raspberry Pi,
5083,2110,Slack Apps and Integrations,
5090,2110,Windows,
5097,2136,Arduino,AWS
5098,2136,,Arduino
5099,2136,,Docker
5100,2136,,Linux
5101,2136,,MacOS
5102,2136,,Raspberry Pi
5103,2136,,iOS
5104,2136,AWS,
5111,2136,Docker,
5118,2136,iOS,
5125,2136,Kubernetes,
5132,2136,Linux,
5139,2136,MacOS,
5146,2136,Raspberry Pi,
5153,2136,Slack Apps and Integrations,
5160,2138,Docker,Windows
5161,2138,Microsoft Azure,
5162,2138,Windows,
5163,2145,Docker,Microsoft Azure
5164,2145,Microsoft Azure,
5165,2147,Docker,Docker
5166,2147,,Linux
5167,2147,,Windows
5168,2147,Linux,
5171,2147,Windows,
5174,2150,Microsoft Azure,Microsoft Azure
5175,2150,,Windows
5176,2164,Docker,Android
5177,2164,,Docker
5178,2164,,Linux
5179,2164,Kubernetes,
5182,2164,Linux,
5185,2170,Docker,AWS
5186,2170,,Docker
5187,2170,,Linux
5188,2170,,Windows
5189,2170,Linux,
5193,2182,Android,Android
5194,2182,,Google Cloud Platform
5195,2182,,iOS
5196,2182,Docker,
5199,2182,Google Cloud Platform,
5202,2182,iOS,
5205,2182,Kubernetes,
5208,2183,Android,Docker
5209,2183,,Linux
5210,2183,,Raspberry Pi
5211,2183,,Windows
5212,2183,Docker,
5216,2183,iOS,
5220,2183,Kubernetes,
5224,2183,Microsoft Azure,
5228,2183,Raspberry Pi,
5232,2183,Windows,
5236,2188,Windows,Windows
5237,2205,Android,Android
5238,2205,,Arduino
5239,2205,,Linux
5240,2205,,MacOS
5241,2205,,Raspberry Pi
5242,2205,,Windows
5243,2205,Arduino,
5249,2205,Linux,
5255,2205,MacOS,
5261,2205,Raspberry Pi,
5267,2205,Windows,
5273,2210,Android,AWS
5274,2210,,Android
5275,2210,,Docker
5276,2210,,Google Cloud Platform
5277,2210,,Heroku
5278,2210,,Slack Apps and Integrations
5279,2210,,iOS
5280,2210,AWS,
5287,2210,Heroku,
5294,2210,iOS,
5301,2210,Raspberry Pi,
5308,2210,Slack Apps and Integrations,
5315,2235,AWS,AWS
5316,2235,,Docker
5317,2235,Docker,
5319,2235,MacOS,
5321,2235,Raspberry Pi,
5323,2244,Microsoft Azure,Microsoft Azure
5324,2244,,Windows
5325,2244,Windows,
5327,2246,AWS,AWS
5328,2246,,Docker
5329,2246,,Linux
5330,2246,,MacOS
5331,2246,,Windows
5332,2246,,iOS
5333,2246,Docker,
5339,2246,iOS,
5345,2246,Linux,
5351,2246,MacOS,
5357,2261,Docker,AWS
5358,2261,,Docker
5359,2261,,Google Cloud Platform
5360,2261,,Kubernetes
5361,2261,,Linux
5362,2261,,MacOS
5363,2261,,Raspberry Pi
5364,2261,,WordPress
5365,2261,Google Cloud Platform,
5373,2261,Kubernetes,
5381,2261,Linux,
5389,2261,MacOS,
5397,2261,Raspberry Pi,
5405,2265,AWS,AWS
5406,2265,,Google Cloud Platform
5407,2265,,Linux
5408,2265,,Windows
5409,2265,Linux,
5413,2265,Windows,
5417,2278,AWS,AWS
5418,2278,,Android
5419,2278,,Docker
5420,2278,,Linux
5421,2278,,MacOS
5422,2278,,Windows
5423,2278,Docker,
5429,2278,Linux,
5435,2278,MacOS,
5441,2278,Windows,
5447,2289,AWS,AWS
5448,2289,,Linux
5449,2289,,Slack Apps and Integrations
5450,2289,Kubernetes,
5453,2289,Linux,
5456,2289,Slack Apps and Integrations,
5459,2293,Docker,Kubernetes
5460,2293,,Linux
5461,2293,,Raspberry Pi
5462,2293,,Windows
5463,2293,Kubernetes,
5467,2293,Linux,
5471,2293,Raspberry Pi,
5475,2294,AWS,AWS
5476,2294,,Linux
5477,2294,,Windows
5478,2294,Docker,
5481,2294,Google Cloud Platform,
5484,2294,Kubernetes,
5487,2294,Linux,
5490,2294,Microsoft Azure,
5493,2294,Windows,
5496,2295,AWS,AWS
5497,2295,,Docker
5498,2295,,Google Cloud Platform
5499,2295,,Heroku
5500,2295,,Linux
5501,2295,,Raspberry Pi
5502,2295,Docker,
5508,2295,Kubernetes,
5514,2295,Linux,
5520,2298,Docker,Android
5521,2298,,Docker
5522,2298,,Linux
5523,2298,,MacOS
5524,2298,,iOS
5525,2298,iOS,
5530,2298,Kubernetes,
5535,2298,Linux,
5540,2298,MacOS,
5545,2308,AWS,AWS
5546,2308,,Docker
5547,2308,,Linux
5548,2308,,WordPress
5549,2308,Docker,
5553,2308,Linux,
5557,2320,AWS,AWS
5558,2347,AWS,AWS
5559,2347,,Google Cloud Platform
5560,2347,,IBM Cloud or Watson
5561,2347,Google Cloud Platform,
5564,2352,Arduino,Arduino
5565,2352,,Microsoft Azure
5566,2352,,Windows
5567,2352,Microsoft Azure,
5570,2352,Windows,
5573,2356,Android,AWS
5574,2356,,Heroku
5575,2356,,Linux
5576,2356,,MacOS
5577,2356,,Raspberry Pi
5578,2356,,Windows
5579,2356,Arduino,
5585,2356,iOS,
5591,2356,Linux,
5597,2356,MacOS,
5603,2356,Raspberry Pi,
5609,2356,Slack Apps and Integrations,
5615,2356,Windows,
5621,2364,AWS,AWS
5622,2364,,Docker
5623,2364,,Google Cloud Platform
5624,2364,,Heroku
5625,2364,,Kubernetes
5626,2364,,Linux
5627,2364,,MacOS
5628,2364,,iOS
5629,2364,Docker,
5637,2364,Google Cloud Platform,
5645,2364,Heroku,
5653,2364,iOS,
5661,2364,Kubernetes,
5669,2364,Linux,
5677,2364,MacOS,
5685,2364,Slack Apps and Integrations,
5693,2373,Android,AWS
5694,2373,,Android
5695,2373,,Google Cloud Platform
5696,2373,,Linux
5697,2373,,Microsoft Azure
5698,2373,,Raspberry Pi
5699,2373,,Windows
5700,2373,Arduino,
5707,2373,AWS,
5714,2373,Docker,
5721,2373,Google Cloud Platform,
5728,2373,Linux,
5735,2373,Microsoft Azure,
5742,2373,Raspberry Pi,
5749,2373,Windows,
5756,2380,Arduino,Linux
5757,2380,,Microsoft Azure
5758,2380,,Windows
5759,2380,AWS,
5762,2380,Docker,
5765,2387,Arduino,Windows
5766,2387,IBM Cloud or Watson,
5767,2387,Linux,
5768,2391,Microsoft Azure,Microsoft Azure
5769,2391,,Windows
5770,2391,Windows,
5772,2412,AWS,Linux
5773,2412,,Windows
5774,2412,Linux,
5776,2420,Google Cloud Platform,Google Cloud Platform
5777,2420,,Heroku
5778,2420,,IBM Cloud or Watson
5779,2420,Kubernetes,
5782,2429,Android,Android
5783,2429,,iOS
5784,2429,iOS,
5786,2445,Docker,AWS
5787,2445,,Android
5788,2445,,Docker
5789,2445,,Google Cloud Platform
5790,2445,,Kubernetes
5791,2445,,Linux
5792,2445,,Microsoft Azure
5793,2445,,Windows
5794,2445,Kubernetes,
5802,2445,Linux,
5810,2445,Microsoft Azure,
5818,2445,Windows,
5826,2460,Windows,Google Cloud Platform
5827,2460,,Heroku
5828,2460,,Linux
5829,2460,,Microsoft Azure
5830,2460,,Windows
5831,2462,Android,Android
5832,2462,,Microsoft Azure
5833,2462,,Windows
5834,2462,,iOS
5835,2462,AWS,
5839,2462,Docker,
5843,2462,iOS,
5847,2462,Microsoft Azure,
5851,2462,Windows,
5855,2465,Docker,Android
5856,2465,,Docker
5857,2465,,Google Cloud Platform
5858,2465,,Linux
5859,2465,,MacOS
5860,2465,,Raspberry Pi
5861,2465,,Windows
5862,2465,Linux,
5869,2465,MacOS,
5876,2465,Raspberry Pi,
5883,2465,Windows,
5890,2475,Android,Android
5891,2475,,Google Cloud Platform
5892,2475,,Heroku
5893,2475,,Windows
5894,2475,Google Cloud Platform,
5898,2478,AWS,AWS
5899,2478,,Docker
5900,2478,,Linux
5901,2478,,Raspberry Pi
5902,2478,Docker,
5906,2478,Google Cloud Platform,
5910,2478,Linux,
5914,2478,Raspberry Pi,
5918,2495,Arduino,AWS
5919,2495,,Arduino
5920,2495,,Docker
5921,2495,,Google Cloud Platform
5922,2495,,Linux
5923,2495,,MacOS
5924,2495,AWS,
5930,2495,Docker,
5936,2495,Google Cloud Platform,
5942,2495,Linux,
5948,2523,AWS,AWS
5949,2523,,Android
5950,2523,,Docker
5951,2523,,Google Cloud Platform
5952,2523,,Linux
5953,2523,,MacOS
5954,2523,,Windows
5955,2523,,WordPress
5956,2523,Google Cloud Platform,
5964,2523,MacOS,
5972,2523,Raspberry Pi,
5980,2524,Android,AWS
5981,2524,,Android
5982,2524,,Docker
5983,2524,,Kubernetes
5984,2524,,Linux
5985,2524,,MacOS
5986,2524,,Raspberry Pi
5987,2524,,Windows
5988,2524,,WordPress
5989,2524,AWS,
5998,2524,Docker,
6007,2524,Kubernetes,
6016,2524,Linux,
6025,2524,MacOS,
6034,2524,Raspberry Pi,
6043,2524,Slack Apps and Integrations,
6052,2524,Windows,
6061,2524,WordPress,
6070,2525,Docker,Android
6071,2525,,Docker
6072,2525,,Google Cloud Platform
6073,2525,,MacOS
6074,2525,,Slack Apps and Integrations
6075,2525,,WordPress
6076,2525,,iOS
6077,2525,Google Cloud Platform,
6084,2525,iOS,
6091,2525,MacOS,
6098,2525,Slack Apps and Integrations,
6105,2537,Arduino,Docker
6106,2537,,IBM Cloud or Watson
6107,2537,,Kubernetes
6108,2537,,WordPress
6109,2537,AWS,
6113,2537,Docker,
6117,2537,Kubernetes,
6121,2537,Microsoft Azure,
6125,2537,Raspberry Pi,
6129,2544,MacOS,Microsoft Azure
6130,2544,Microsoft Azure,
6131,2564,Arduino,Arduino
6132,2564,,Docker
6133,2564,,Google Cloud Platform
