,Respondent,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith
10876,5879,,"Google Suite (Docs, Meet, etc)"
10877,5879,,Jira
10878,5879,,Microsoft Teams
10879,5879,,Slack
10880,5879,,Stack Overflow for Teams
10881,5879,"Google Suite (Docs, Meet, etc)",
10888,5879,Stack Overflow for Teams,
10895,5886,Github,Confluence
10896,5886,,Github
10897,5886,,Gitlab
10898,5886,,Jira
10899,5886,,Microsoft Azure
10900,5886,,Slack
10901,5886,,Stack Overflow for Teams
10902,5886,,Trello
10903,5886,Slack,
10911,5886,Microsoft Azure,
10919,5886,Trello,
10927,5886,Stack Overflow for Teams,
10935,5936,Confluence,Confluence
10936,5936,,Github
10937,5936,,Gitlab
10938,5936,,Jira
10939,5936,,Microsoft Teams
10940,5936,,Slack
10941,5936,,Trello
10942,5936,Jira,
10949,5936,Github,
10956,5936,Slack,
10963,5936,Microsoft Teams,
10970,5947,Github,Github
10971,5947,,"Google Suite (Docs, Meet, etc)"
10972,5947,,Microsoft Azure
10973,5947,,Microsoft Teams
10974,5947,Microsoft Teams,
10978,5947,Microsoft Azure,
10982,5947,"Google Suite (Docs, Meet, etc)",
10986,5958,Github,Github
10987,5958,,Slack
10988,5958,Slack,
10990,5966,Confluence,Confluence
10991,5966,,Github
10992,5966,,Gitlab
10993,5966,,"Google Suite (Docs, Meet, etc)"
10994,5966,,Jira
10995,5966,,Microsoft Azure
10996,5966,,Microsoft Teams
10997,5966,Jira,
11004,5966,Github,
11011,5966,Gitlab,
11018,5966,Microsoft Teams,
11025,5966,Microsoft Azure,
11032,5966,Trello,
11039,5976,Github,Github
11040,5976,,Gitlab
11041,5976,,"Google Suite (Docs, Meet, etc)"
11042,5976,,Jira
11043,5976,,Slack
11044,5976,,Trello
11045,5976,Gitlab,
11051,5976,Slack,
11057,5976,"Google Suite (Docs, Meet, etc)",
11063,5988,Github,Confluence
11064,5988,,Github
11065,5988,,Gitlab
11066,5988,,"Google Suite (Docs, Meet, etc)"
11067,5988,,Jira
11068,5988,,Microsoft Teams
11069,5988,,Slack
11070,5988,,Trello
11071,5988,Gitlab,
11079,5988,Microsoft Teams,
11087,5988,Trello,
11095,5988,"Google Suite (Docs, Meet, etc)",
11103,6026,Github,Github
11104,6026,,Gitlab
11105,6026,,"Google Suite (Docs, Meet, etc)"
11106,6026,,Slack
11107,6026,,Stack Overflow for Teams
11108,6026,,Trello
11109,6026,Gitlab,
11115,6026,Slack,
11121,6026,Trello,
11127,6026,"Google Suite (Docs, Meet, etc)",
11133,6026,Stack Overflow for Teams,
11139,6076,Jira,"Google Suite (Docs, Meet, etc)"
11140,6076,,Jira
11141,6076,,Slack
11142,6076,Slack,
11145,6076,"Google Suite (Docs, Meet, etc)",
11148,6092,Jira,"Google Suite (Docs, Meet, etc)"
11149,6092,,Jira
11150,6092,,Slack
11151,6092,Github,
11154,6092,Slack,
11157,6092,"Google Suite (Docs, Meet, etc)",
11160,6100,Jira,Github
11161,6100,,Gitlab
11162,6100,,Microsoft Azure
11163,6100,,Slack
11164,6100,,Trello
11165,6100,Github,
11170,6100,Gitlab,
11175,6100,Slack,
11180,6100,Microsoft Azure,
11185,6100,Trello,
11190,6100,Stack Overflow for Teams,
11195,6112,Confluence,Confluence
11196,6112,,Facebook Workplace
11197,6112,,Github
11198,6112,,Gitlab
11199,6112,,"Google Suite (Docs, Meet, etc)"
11200,6112,,Jira
11201,6112,,Microsoft Azure
11202,6112,,Microsoft Teams
11203,6112,,Slack
11204,6112,,Stack Overflow for Teams
11205,6112,,Trello
11206,6112,Jira,
11217,6112,Github,
11228,6112,Gitlab,
11239,6112,Facebook Workplace,
11250,6112,Slack,
11261,6112,Microsoft Teams,
11272,6112,Microsoft Azure,
11283,6112,Trello,
11294,6112,"Google Suite (Docs, Meet, etc)",
11305,6112,Stack Overflow for Teams,
11316,6120,Github,Github
11317,6120,,Microsoft Azure
11318,6120,,Microsoft Teams
11319,6120,Microsoft Teams,
11322,6120,Microsoft Azure,
11325,6133,Jira,Github
11326,6133,,Gitlab
11327,6133,,Microsoft Azure
11328,6133,,Slack
11329,6133,Github,
11333,6133,Gitlab,
11337,6133,Microsoft Azure,
11341,6158,Github,Github
11342,6158,,Slack
11343,6158,Slack,
11345,6179,Confluence,Confluence
11346,6179,,Github
11347,6179,,Jira
11348,6179,,Microsoft Teams
11349,6179,Github,
11353,6179,Stack Overflow for Teams,
11357,6192,Confluence,Confluence
11358,6192,,Facebook Workplace
11359,6192,,Github
11360,6192,,Gitlab
11361,6192,,Microsoft Azure
11362,6192,,Microsoft Teams
11363,6192,,Slack
11364,6192,,Trello
11365,6192,Jira,
11373,6192,Github,
11381,6192,Facebook Workplace,
11389,6192,Slack,
11397,6192,Trello,
11405,6193,Confluence,Confluence
11406,6193,,Github
11407,6193,,Jira
11408,6193,,Microsoft Teams
11409,6193,,Slack
11410,6193,,Stack Overflow for Teams
11411,6193,,Trello
11412,6193,Jira,
11419,6193,Github,
11426,6193,Slack,
11433,6193,Microsoft Teams,
11440,6193,Trello,
11447,6202,Github,Confluence
11448,6202,,Github
11449,6202,,Gitlab
11450,6202,,"Google Suite (Docs, Meet, etc)"
11451,6202,,Jira
11452,6202,,Slack
11453,6202,,Trello
11454,6220,Gitlab,Gitlab
11455,6248,Github,Github
11456,6248,,Gitlab
11457,6248,,Trello
11458,6248,Gitlab,
11461,6265,Jira,Confluence
11462,6265,,Github
11463,6265,,"Google Suite (Docs, Meet, etc)"
11464,6265,,Jira
11465,6265,,Slack
11466,6265,,Trello
11467,6265,Facebook Workplace,
11473,6265,"Google Suite (Docs, Meet, etc)",
11479,6265,Stack Overflow for Teams,
11485,6304,Github,Github
11486,6304,,Slack
11487,6304,Slack,
11489,6304,Microsoft Azure,
11491,6318,Jira,Confluence
11492,6318,,Github
11493,6318,,"Google Suite (Docs, Meet, etc)"
11494,6318,,Jira
11495,6318,,Slack
11496,6318,,Trello
11497,6318,Github,
11503,6318,Slack,
11509,6318,Trello,
11515,6318,"Google Suite (Docs, Meet, etc)",
11521,6324,Jira,Github
11522,6324,,"Google Suite (Docs, Meet, etc)"
11523,6324,,Slack
11524,6324,,Trello
11525,6324,Github,
11529,6324,Gitlab,
11533,6324,Facebook Workplace,
11537,6324,Slack,
11541,6324,Trello,
11545,6324,"Google Suite (Docs, Meet, etc)",
11549,6333,Jira,Github
11550,6333,,Gitlab
11551,6333,,"Google Suite (Docs, Meet, etc)"
11552,6333,,Jira
11553,6333,,Slack
11554,6333,,Trello
11555,6333,Github,
11561,6333,Gitlab,
11567,6333,Slack,
11573,6333,Trello,
11579,6333,"Google Suite (Docs, Meet, etc)",
11585,6349,Confluence,Confluence
11586,6349,,Github
11587,6349,,Jira
11588,6349,,Microsoft Teams
11589,6349,Jira,
11593,6349,Github,
11597,6349,Slack,
11601,6354,Slack,Confluence
11602,6354,,"Google Suite (Docs, Meet, etc)"
11603,6354,,Jira
11604,6354,,Slack
11605,6354,"Google Suite (Docs, Meet, etc)",
11609,6370,Jira,Github
11610,6370,,Slack
11611,6370,,Trello
11612,6370,Github,
11615,6373,Slack,Jira
11616,6392,Confluence,Confluence
11617,6392,,Github
11618,6392,,"Google Suite (Docs, Meet, etc)"
11619,6392,,Jira
11620,6392,,Slack
11621,6392,,Trello
11622,6392,Jira,
11628,6392,Github,
11634,6392,Slack,
11640,6392,Trello,
11646,6392,"Google Suite (Docs, Meet, etc)",
11652,6402,Confluence,Confluence
11653,6402,,Github
11654,6402,,Jira
11655,6402,,Microsoft Teams
11656,6402,,Trello
11657,6402,Jira,
11662,6402,Github,
11667,6402,Trello,
11672,6408,Github,Github
11673,6408,,Gitlab
11674,6408,,"Google Suite (Docs, Meet, etc)"
11675,6408,,Microsoft Azure
11676,6408,,Slack
11677,6408,,Trello
11678,6408,Slack,
11684,6408,Microsoft Azure,
11690,6408,Trello,
11696,6408,"Google Suite (Docs, Meet, etc)",
11702,6415,Github,Github
11703,6415,,"Google Suite (Docs, Meet, etc)"
11704,6415,,Microsoft Teams
11705,6415,,Trello
11706,6415,Slack,
11710,6415,Microsoft Teams,
11714,6415,Trello,
11718,6415,"Google Suite (Docs, Meet, etc)",
11722,6417,Confluence,Confluence
11723,6417,,Github
11724,6417,,Jira
11725,6417,,Slack
11726,6417,Jira,
11730,6417,Github,
11734,6417,Slack,
11738,6423,Confluence,Confluence
11739,6423,,Github
11740,6423,,Gitlab
11741,6423,,"Google Suite (Docs, Meet, etc)"
11742,6423,,Jira
11743,6423,,Microsoft Teams
11744,6423,,Slack
11745,6423,,Trello
11746,6423,Jira,
11754,6423,Github,
11762,6423,Gitlab,
11770,6423,Slack,
11778,6423,Trello,
11786,6423,"Google Suite (Docs, Meet, etc)",
11794,6431,Github,Confluence
11795,6431,,Github
11796,6431,,Gitlab
11797,6431,,Jira
11798,6431,,Microsoft Azure
11799,6431,,Slack
11800,6431,Gitlab,
11806,6446,Jira,Gitlab
11807,6446,,Jira
11808,6446,,Microsoft Azure
11809,6446,,Microsoft Teams
11810,6446,Gitlab,
11814,6446,Microsoft Teams,
11818,6446,Microsoft Azure,
11822,6459,Confluence,Confluence
11823,6459,,Facebook Workplace
11824,6459,,Github
11825,6459,,"Google Suite (Docs, Meet, etc)"
11826,6459,,Jira
11827,6459,,Microsoft Azure
11828,6459,,Microsoft Teams
11829,6459,Jira,
11836,6459,Github,
11843,6459,Microsoft Teams,
11850,6459,Microsoft Azure,
11857,6459,"Google Suite (Docs, Meet, etc)",
11864,6467,Github,Github
11865,6467,,Microsoft Azure
11866,6467,,Slack
11867,6467,,Trello
11868,6467,Gitlab,
11872,6467,Slack,
11876,6467,Microsoft Azure,
11880,6467,Trello,
11884,6480,Github,Github
11885,6480,,Microsoft Teams
11886,6480,,Slack
11887,6480,Microsoft Teams,
11890,6480,Microsoft Azure,
11893,6509,Jira,Github
11894,6509,,Jira
11895,6509,Github,
11897,6509,Trello,
11899,6509,Stack Overflow for Teams,
11901,6532,Github,Github
11902,6532,,Gitlab
11903,6532,,"Google Suite (Docs, Meet, etc)"
11904,6532,,Jira
11905,6532,,Microsoft Teams
11906,6532,,Slack
11907,6532,,Trello
11908,6532,Gitlab,
11915,6532,Slack,
11922,6532,"Google Suite (Docs, Meet, etc)",
11929,6548,Github,Github
11930,6548,,Jira
11931,6548,,Microsoft Teams
11932,6548,Microsoft Teams,
11935,6551,Microsoft Azure,Github
11936,6551,,Microsoft Azure
11937,6566,Confluence,Confluence
11938,6566,,Jira
11939,6566,,Slack
11940,6566,,Trello
11941,6566,Jira,
11945,6566,Slack,
11949,6566,Trello,
11953,6599,Jira,Confluence
11954,6599,,Github
11955,6599,,Gitlab
11956,6599,,"Google Suite (Docs, Meet, etc)"
11957,6599,,Jira
11958,6599,Github,
11963,6599,"Google Suite (Docs, Meet, etc)",
11968,6606,Github,Github
11969,6606,,"Google Suite (Docs, Meet, etc)"
11970,6606,,Slack
11971,6606,,Trello
11972,6606,Trello,
11976,6634,Jira,Github
11977,6634,,Jira
11978,6634,Github,
11980,6634,Gitlab,
11982,6634,Microsoft Azure,
11984,6634,"Google Suite (Docs, Meet, etc)",
11986,6634,Stack Overflow for Teams,
11988,6649,Github,Github
11989,6649,,"Google Suite (Docs, Meet, etc)"
11990,6649,,Microsoft Azure
11991,6649,Microsoft Azure,
11994,6649,"Google Suite (Docs, Meet, etc)",
11997,6653,Github,Github
11998,6653,,Gitlab
11999,6653,,"Google Suite (Docs, Meet, etc)"
12000,6653,,Microsoft Azure
12001,6653,,Slack
12002,6653,,Trello
12003,6653,Gitlab,
12009,6653,Slack,
12015,6653,Microsoft Azure,
12021,6653,Trello,
12027,6653,"Google Suite (Docs, Meet, etc)",
12033,6670,Github,Confluence
12034,6670,,Github
12035,6670,,Gitlab
12036,6670,,Jira
12037,6670,,Microsoft Azure
12038,6670,,Microsoft Teams
12039,6670,,Slack
12040,6670,Gitlab,
12047,6670,Microsoft Azure,
12054,6676,Github,Github
12055,6676,,Gitlab
12056,6676,,Microsoft Teams
12057,6676,Gitlab,
12060,6676,Microsoft Teams,
12063,6720,Github,Github
12064,6720,,Gitlab
12065,6720,,"Google Suite (Docs, Meet, etc)"
12066,6720,,Microsoft Azure
12067,6720,Gitlab,
12071,6720,Slack,
12075,6720,Microsoft Azure,
12079,6720,"Google Suite (Docs, Meet, etc)",
12083,6736,Github,Github
12084,6736,,Gitlab
12085,6736,,Microsoft Azure
12086,6736,,Microsoft Teams
12087,6736,Gitlab,
12091,6736,Microsoft Teams,
12095,6736,Microsoft Azure,
12099,6741,Microsoft Teams,Confluence
12100,6741,,Jira
12101,6741,,Microsoft Azure
12102,6741,,Microsoft Teams
12103,6741,,Slack
12104,6741,Microsoft Azure,
12109,6768,Github,Github
12110,6768,,Jira
12111,6768,,Slack
12112,6768,Slack,
12115,6768,Microsoft Azure,
12118,6777,Github,Github
12119,6777,,Gitlab
12120,6777,Gitlab,
12122,6784,Github,Github
12123,6784,,Microsoft Azure
12124,6784,,Microsoft Teams
12125,6784,Microsoft Teams,
12128,6784,Microsoft Azure,
12131,6784,Stack Overflow for Teams,
12134,6788,Github,Confluence
12135,6788,,Github
12136,6788,,Gitlab
12137,6788,,"Google Suite (Docs, Meet, etc)"
12138,6788,,Jira
12139,6788,,Microsoft Azure
12140,6788,,Microsoft Teams
12141,6788,,Slack
12142,6788,Gitlab,
12150,6788,Slack,
12158,6788,Microsoft Azure,
12166,6788,"Google Suite (Docs, Meet, etc)",
12174,6792,Confluence,Confluence
12175,6792,,Facebook Workplace
12176,6792,,Github
12177,6792,,Gitlab
12178,6792,,"Google Suite (Docs, Meet, etc)"
12179,6792,,Jira
12180,6792,,Microsoft Azure
12181,6792,,Slack
12182,6792,,Stack Overflow for Teams
12183,6792,,Trello
12184,6792,Jira,
12194,6792,Github,
12204,6792,Gitlab,
12214,6792,Slack,
12224,6792,Microsoft Azure,
12234,6792,Trello,
12244,6792,"Google Suite (Docs, Meet, etc)",
12254,6792,Stack Overflow for Teams,
12264,6814,Github,Github
12265,6814,,Gitlab
12266,6814,,"Google Suite (Docs, Meet, etc)"
12267,6814,,Jira
12268,6814,,Slack
12269,6814,Slack,
12274,6814,"Google Suite (Docs, Meet, etc)",
12279,6880,Jira,Github
12280,6880,,Gitlab
12281,6880,,Microsoft Teams
12282,6880,Github,
12285,6880,Gitlab,
